,text,date,real,prediction,probability,correct
277,"VIRGINIA, and everywhere else for that matter, I am the only thing standing between you and your 2nd Amendment. If I am re-elected, it is 100% SAFE. If not, it is GONE!",2020-09-20 11:48:23,1,0.0,0.6908313626693211,False
278,"Every time you see a negative Big Pharma commercial against me remember, it means your drug prices are coming way down!",2020-08-05 18:09:59,1,0.0,0.5556671501144455,False
279,Biden FAILED BADLY with the Swine Flu. It was the Gang That Couldn’t Shoot Straight”.  He didn’t have a clue. We have done an incredible job with the much tougher China Virus!,2020-09-18 15:26:41,1,1.0,0.3181146234101917,True
280,"Sally Yates is either lying or grossly incompetent. It is not possible she could have known so little about Dirty Cop James Comey (and others) from her high position in the Department of “Justice”. The political Crime of the Century, and she had no idea what they were doing?",2020-08-06 04:06:36,1,1.0,0.4113147683447882,True
281,"Homeland Security or Federal Forces are little involved in Seattle, other than we have a large standby team in case of emergency. The media is calling that one wrong also. In Portland, we are protecting Federal property, including the Courthouse, which wouldn’t last a day!",2020-07-27 13:57:22,1,1.0,0.15905124287672778,True
282,"The highly respected Henry Ford Health System just reported, based on a large sampling, that HYDROXYCHLOROQUINE cut the death rate in certain sick patients very significantly. The Dems disparaged it for political reasons (me!). Disgraceful. Act now @US_FDA @TuckerCarlson @FoxNews",2020-07-07 02:32:35,1,1.0,0.20519524862519178,True
283,"“Senate Intelligence Panel found absolutely no evidence of collusion. There was no evidence that the Trump campaign conspired with the Russian government to influence 2016, affirming the findings of other investigations.” Daily Caller",2020-08-19 04:40:24,1,0.0,0.5447010892991124,False
284,"The biggest difference between the Presidential Race in 2020 and that of 2016 is the 2016 candidate, Crooked Hillary Clinton, was much smarter and sharper than Slow  Joe, we have even more ENTHUSIASM now, and @FoxNews has become politically correct and no longer the big deal!",2020-08-14 22:29:07,1,1.0,0.042628605262000074,True
285,The United States of America will NOT be cutting funding to @starsandstripes magazine under my watch. It will continue to be a wonderful source of information to our Great Military!,2020-09-04 19:42:23,1,1.0,0.030318414840178498,True
286,"RINO Ben Sasse, who needed my support and endorsement in order to get the Republican nomination for Senate from the GREAT State of Nebraska, has, now that he’s got it (Thank you President T), gone rogue, again. This foolishness plays right into the hands of the Radical Left Dems!",2020-08-10 14:39:28,1,1.0,0.08534173131001455,True
287,"No, I want Big Ten, and all other football, back - NOW. The Dems don’t want football back, for political reasons, but are trying to blame me and the Republicans. Another LIE, but this is what we are up against! They should also open up all of their Shutdown States.",2020-08-28 22:17:58,1,1.0,0.23339453494887974,True
288,What an INCREDIBLE opening by @JesseBWatters. I will put it up later for everyone to see!,2020-07-12 00:09:10,1,1.0,0.34605038462842375,True
289,"My Campaign spent a lot of money up front in order to compensate for the false reporting and Fake News concerning our handling of the China Virus. Now they see the GREAT job we have done, and we have 3 times more than we had 4 years ago - & are up in polls. Lots of $’s & ENERGY!",2020-09-08 13:21:40,1,1.0,0.0334916866707865,True
290,".@KamalaHarris started strong in the Democrat Primaries, and finished weak, ultimately fleeing the race with almost zero support. That’s the kind of opponent everyone dreams of!",2020-08-12 11:33:14,1,1.0,0.12734871774391,True
291,"Why does the Lamestream Fake News Media REFUSE to say that China Virus deaths are down 39%, and that we now have the lowest Fatality (Mortality) Rate in the World. They just can’t stand that we are doing so well for our Country!",2020-07-06 20:17:46,1,1.0,0.1217103831098667,True
292,"Another bad night of Rioting in Portland, Oregon. A small number of Federal troops there to protect courthouse and other Federal property only (great job!). Wanting to be asked by City & State to STOP THE RIOTS. Would bring in National Guard, end problem immediately. ASK!",2020-08-22 11:14:32,1,1.0,0.11119727561337978,True
293,"There is TREMENDOUS Lawlessness in America’s Liberal Cities. Would be so easy to stop but they have a clouded vision of what should be done. They are indoctrinated with a philosophy which will never work, a philosophy which would destroy America. Portland would be the norm!",2020-08-05 09:57:17,1,1.0,0.123578143853743,True
294,"Today, I announced two of the LARGEST grants in history to Puerto Rico to rebuild its electrical grid system and education system. My Administration will be awarding $13 BILLION through FEMA – the largest obligations of funding ever awarded...",2020-09-18 23:01:32,1,1.0,0.4548318093178796,True
295,"Joe Biden and the Radical Left want to Abolish Police, Abolish ICE, Abolish Bail, Abolish Suburbs, Abolish the 2nd Amendment – and Abolish the American Way of Life. No one will be SAFE in Joe Biden’s America!",2020-07-15 15:51:58,1,1.0,0.04299390435469774,True
296,The only way you will stop the violence in the high crime Democrat run cities is through strength!,2020-08-30 20:38:48,1,1.0,0.15591765650330636,True
297,"Great work by the Governors of AZ, IA, LA, and NM (@DougDucey @IAGovernor @LouisianaGov & @GovMLG) who responded to my Executive Action and promptly submitted applications, that we APPROVED QUICKLY, to support Americans out of work because of the ChinaVirus. More states to come!",2020-08-15 15:35:26,1,1.0,0.1189558193886765,True
298,"We have a totally corrupt previous Administration, including a President and Vice President who spied on my campaign, AND GOT CAUGHT...and nothing happens to them. This crime was taking place even before my election, everyone knows it, and yet all are frozen stiff with fear....",2020-07-09 15:35:13,1,1.0,0.28787504064409175,True
299,"I have directed @stevenmnuchin1 to get ready to send direct payments ($3,400 for family of four) to all Americans. DEMOCRATS ARE HOLDING THIS UP!",2020-08-14 16:23:25,1,1.0,0.3455470115180568,True
300,Another day everyone thought would be impossible! Congratulations to @predsednikrs Vucic of Serbia and PM @Avdullah Hoti of Kosovo on committing to #EconomicNormalization! This is a major step forward...,2020-09-04 16:34:27,1,1.0,0.10141723298376548,True
301,"The Trump Campaign has more ENTHUSIASM, according to many, than any campaign in the history of our great Country - Even more than 2016. Biden has NONE! The Silent Majority will speak on NOVEMBER THIRD!!! Fake Suppression Polls & Fake News will not save the Radical Left.",2020-07-26 13:06:34,1,1.0,0.020351495702515043,True
302,"For years Fake stories and investigations, then the phony Russia, Russia, Russia HOAX, next Ukraine and the failed Impeachment, now the crummy Atlantic Magazine’s MADE UP STORY, and lastly, the political hit job by rapidly fading Bob Woodward and his boring book. It never ends!",2020-09-10 01:00:19,1,1.0,0.13091785672020317,True
303,"New York City indoor dining to reopen on September 30, at 25% capacity. A step in the right direction, but should go faster!",2020-09-10 12:26:12,1,1.0,0.44486094336599424,True
304,"When we win I, as your President, will totally forgive ALL deferred payroll taxes with money from the General Fund. I will ALWAYS protect Seniors and your Social Security! Sleepy Joe Biden will do the opposite, he will raise your taxes and DESTROY our Country!",2020-09-11 01:47:55,1,1.0,0.02338241316251266,True
305,"The thugs who accosted Senator @RandPaul and his wonderful wife, Kelly, together with those who made threats to many other people who had just attended the Republican National Convention at the White House, must be sought out and immediately arrested. Well documented evidence!",2020-08-30 02:15:34,1,1.0,0.12476393221017901,True
306,"We had great rallies this past weekend, after the Governor of Nevada worked very hard to cancel all of our venues. Despite the fact that he controls the state, he failed, but would have rather done rally outside. Can you imagine this man is in charge...",2020-09-15 02:23:11,1,1.0,0.08884971632233363,True
307,FAKE NEWS IS THE ENEMY OF THE PEOPLE!,2020-08-03 11:49:09,1,1.0,0.03626711492893775,True
308,Cases up because of BIG Testing! Much of our Country is doing very well. Open the Schools!,2020-08-03 12:03:48,1,1.0,0.10061091455601812,True
309,Just signed a new Executive Order to LOWER DRUG PRICES! My Most Favored Nation order will ensure that our Country gets the same low price Big Pharma gives to other countries. The days of global freeriding at America’s expense are over...,2020-09-13 18:58:40,1,1.0,0.3354929939983703,True
310,"BIG bucks heading to Illinois! $18.9M in federal infrastructure funds from @USDOT will be awarded to @ConnectTransit, @CityLinkPeoria, and @PaceSuburbanBus for improvements to bus service in the areas. Congratulations!",2020-08-12 18:43:17,1,1.0,0.17390392701160506,True
311,"Joe Biden is a Low Energy Candidate the likes of which we have never seen before. The last thing our country needs is a Low Energy Individual, especially when surrounded by High Energy Chess Players scattered all over the world. He’s back in his basement now - no schedule!",2020-09-02 13:22:01,1,1.0,0.26276969224399915,True
312,"The Democrat Trump Hater Secretary of State of Michigan, purposely misprinted Ballots for the Military, putting the wrong names on the Ballot, and actually listing a member of another party as a replacement for Vice President @Mike_Pence. Everybody is totally confused by their...",2020-09-17 18:06:21,1,1.0,0.05574259133644044,True
313,"The Supreme Court sends case back to Lower Court, arguments to continue. This is all a political prosecution. I won the Mueller Witch Hunt, and others, and now I have to keep fighting in a politically corrupt New York. Not fair to this Presidency or Administration!",2020-07-09 14:38:12,1,1.0,0.18259429494614499,True
314,"The wonderful Charles Payne @cvpayne of @FoxNews just wrote a great and inspirational new book, UNSTOPPABLE PROSPERITY. Get it NOW. So many important thoughts and suggestions on investing and “Making Money”. Also, Charles just happens to be a Great Guy!",2020-09-08 12:36:20,1,1.0,0.10753302145296195,True
315,Happy to send $18 MILLION in @USDOT funding to Utah to support their transit infrastructure and improve bus service. Huge and badly needed investment in the Cache Valley Region!,2020-08-12 18:42:46,1,1.0,0.4009931633636853,True
316,"New documents just released reveal General Flynn was telling the truth, and the FBI knew it! @OANN",2020-07-11 12:45:18,1,0.0,0.6632329322714714,False
317,Crazy Nancy Pelosi said she was “set up” by the beauty parlor owner when she improperly had the salon opened (and didn’t wear a MASK!). Does anyone want a Speaker of the House who can be so easily SET UP?,2020-09-03 17:20:36,1,0.0,0.6668374741425925,False
318,"Christina Hagan (@RepHagan) will be an incredible Congresswoman for the working families of Northeast Ohio. An early supporter of our #MAGA agenda, she is Strong on Jobs, Border Security and your Second Amendment. Christina is running against an absolute failure, Tim Ryan, who...",2020-07-03 21:11:55,1,1.0,0.05552586303001339,True
319,Georgia will be receiving $13M in federal infrastructure funds from @USDOT. BIG investment in bus facilities for people in metro Atlanta – must keep people moving safely! @MARTASERVICE,2020-08-12 18:43:52,1,1.0,0.36779657091818496,True
320,Will be interviewed by @seanhannity tonight at 9:00 P.M. on @FoxNews. Enjoy!!!,2020-07-24 00:18:50,1,1.0,0.05394003429103411,True
321,"Had a lengthy discussion this morning with President Macron of France concerning numerous subjects, but in particular the catastrophic event which took place in Beirut, Lebanon...",2020-08-07 22:31:11,1,1.0,0.47676282302895656,True
322,"The Beauty Parlor owner must really dislike Crazy Nancy Pelosi. Turning her in, on tape, is a really big deal. She probably treats him like she treats everyone else...And she strongly supported a Kennedy who just lost in, of all places, Massachusetts!",2020-09-02 13:28:31,1,1.0,0.43254974826918535,True
323,I am deeply saddened by the tragic loss of eight Marines and one Sailor during a training exercise off the coast of California. Our prayers are with their families. I thank them for the brave service their loved ones gave to our Nation. #SemperFidelis,2020-08-04 19:26:05,1,1.0,0.24118365151288135,True
324,I’m awarding $14.7M in @USDOT funding to New Jersey to support bus infrastructure in @passaic_county. Helping make sure people can move quickly and safely!,2020-08-12 18:42:56,1,0.0,0.6540083749075118,False
325,"Never in history have Police been treated so badly as they are in Democrat run cities - and these cities are a mess. Police must take a stronger stand with the Radical Left politicians that are treating them so badly, and so disrespectfully!!!",2020-07-13 12:05:39,1,1.0,0.12153554089886265,True
326,"I am designating $18.9 million from @USDOT to MANY airports in Ohio, including @goingplacescle, @CAKairport, and several others, for improvements, updates, and safety. Great for the economy and the people of Ohio!",2020-07-29 15:54:27,1,1.0,0.2465146575039353,True
327,"Germany pays Russia billions of dollars a year for Energy, and we are supposed to protect Germany from Russia. What’s that all about? Also, Germany is very delinquent in their 2% fee to NATO. We are therefore moving some troops out of Germany!",2020-07-29 23:39:44,1,0.0,0.6332318818698165,False
328,"Somebody please tell Congressman Clyburn, who doesn’t have a clue, that the chart he put up indicating more CASES for the U.S. than Europe, is because we do MUCH MORE testing than any other country in the World. If we had no testing, or bad testing, we would show very few CASES..",2020-07-31 14:08:42,1,1.0,0.41196299976858164,True
329,I am ready to have @USTreasury and @SBA send additional PPP payments to small businesses that have been hurt by the ChinaVirus. DEMOCRATS ARE HOLDING THIS UP!,2020-08-14 16:25:47,1,1.0,0.24788319267983694,True
330,".@FoxNews Polls are, as in the past, Fake News. They have been from the beginning, way off in 2016. Get a new pollster. I believe we are leading BIG!",2020-09-03 15:12:42,1,1.0,0.04545123112434313,True
331,"Hearing that Iran is looking to execute a great and popular wrestling star, 27-year-old Navid Afkarai, whose sole act was an anti-government demonstration on the streets. They were protesting the “country’s worsening economic situation and inflation”...",2020-09-03 21:06:55,1,1.0,0.10421169846727762,True
332,Big 4th of July Air Show soon coming down the East Coast. Get ready to look up to the sky. Check local listings!,2020-07-04 20:14:51,1,1.0,0.41066092032056123,True
333,"Mini Mike Bloomberg, after making a total fool of himself as he got badly beaten up by Pocahontas and the Democrats in the Primaries, is at it again. He tried to buy an Election and went away with a major case of Depression. Now he’s throwing money at the Dems, looking for a job!",2020-09-18 15:02:08,1,1.0,0.10000400186247882,True
334,For our Country to be sending 80 million UNSOLICITED BALLOTS is very unfair and a roadmap to disaster. Even recent small and easier to control elections which did this are a catastrophic disaster. Fraudulent & missing Ballots like never seen before. 20% and 30% off. STOP!,2020-08-25 13:49:56,1,1.0,0.44729378355112603,True
335,"“If carefully done, according to the guidelines, there is no reason why you shouldn’t be able to do that (vote at polling place).” Doctor Anthony Fauci",2020-08-16 18:31:35,1,0.0,0.5464263411596599,False
336,"“Players take knee, raise fist, stay in locker room, during National Anthem”. @FoxNews No thanks, tell them to “protest” some other time!",2020-09-14 21:24:20,1,0.0,0.6963887094378328,False
337,"They name teams out of STRENGTH, not weakness, but now the Washington Redskins & Cleveland Indians, two fabled sports franchises, look like they are going to be changing their names in order to be politically correct. Indians, like Elizabeth Warren, must be very angry right now!",2020-07-06 18:13:16,1,1.0,0.47022506909393036,True
338,Great news for Florida! $3.3 million will be sent to @flyKissimmee from @USDOT for airport improvements and safety enhancements. This is so important for Central Florida and will bring a much-needed boost to the State’s economy!,2020-07-29 15:54:02,1,1.0,0.15504220178639438,True
339,"Wow. The @nytimes is under siege. The real reason is that it has become Fake News. They never covered me correctly - they blew it. People are fleeing, a total mess!",2020-07-15 12:22:37,1,1.0,0.0776267657834625,True
340,"Mail-In Voting is already proving to be a catastrophic disaster. Even testing areas are way off. The Dems talk of foreign influence in voting, but they know that Mail-In Voting is an easy way for foreign countries to enter the race. Even beyond that, there’s no accurate count!",2020-07-30 12:10:22,1,0.0,0.5595385159191539,False
341,"Did you see where Joe Biden — as Weak, Tired, and Sleepy as he is, went to a Polling Place today in Delaware (of course!) to VOTE!? If Biden can do it, any American can do it!",2020-09-15 02:24:09,1,1.0,0.3134284854551982,True
342,Landing in New Hampshire!,2020-08-28 22:19:03,1,0.0,0.6595292179206329,False
343,"Crazy Nancy Pelosi is being decimated for having a beauty parlor opened, when all others are closed, and for not wearing a Mask - despite constantly lecturing everyone else. We will almost certainly take back the House, and send Nancy packing!",2020-09-02 13:12:29,1,1.0,0.2940630993176083,True
344,"Good news for Florida! I’m awarding $27.8M from @USDOT in federal infrastructure funds to five areas including Orlando, Jacksonville, Ft. Myers/Naples, St. Petersburg, and Tampa. Happy to support bus service for the people in beautiful Florida!",2020-08-12 18:44:01,1,1.0,0.32045665663517586,True
345,Happy to announce that @USDOT is providing $12.5M in federal infrastructure funds for bus improvements for the great people of Alabama. @huntsvillecity,2020-08-12 18:42:27,1,1.0,0.08901134363032603,True
346,"We are going to WIN the 2020 Election, BIG! #MAGA",2020-07-30 20:23:17,1,0.0,0.518036169819958,False
347,"Looking back into history, the response by the ObamaBiden team to the H1N1 Swine Flu was considered a weak and pathetic one. Check out the polling, it’s really bad. The big difference is that they got a free pass from the Corrupt Fake News Media!",2020-08-18 11:10:19,1,1.0,0.10848198311684398,True
348,"We will miss GREAT Country Rocker, Charlie Daniels, who passed away yesterday in Hermitage, Tennessee. My condolences to his wife Hazel, and their family. Charlie is in my thoughts and prayers. I love his music! #RIPCharlieDaniels",2020-07-07 23:47:31,1,1.0,0.36467514939014367,True
349,"In the highly competitive world of high tech, how come nobody has ever challenged Mini Mike Bloomberg and his very average, & supposedly outdated, “stuff” that he sells to so many? Did he use his position as Mayor of New York to create what is now a monopoly? Just askin’?",2020-09-13 14:00:22,1,1.0,0.33969523317228456,True
350,"The Fake News Media is giving @KamalaHarris a free pass despite her Radical Left failures and very poor run in the Democrat Primary. There was nobody meaner or more condescending to Slow Joe, not even me, and yet she quickly evaporated down to almost zero in the polls. Bad!",2020-08-13 11:17:17,1,1.0,0.14245958351119892,True
351,"Wow! Despite the Democrats views across TV and online lie (Con!), we had 147.9 million, the Republican National Convention blew the Democrat National Convention  AWAY. Not even close! Just like their lies on Russia, Football (PLAY!) and everything else! NOVEMBER 3rd.",2020-08-29 11:53:05,1,1.0,0.2911888606591888,True
352,"Had a very productive conversation with Kevin Warren, Commissioner of the Big Ten Conference, about immediately starting up Big Ten football. Would be good (great!) for everyone - Players, Fans, Country. On the one yard line!",2020-09-01 15:18:53,1,1.0,0.21610134155997474,True
353,"Major China Virus flare ups in many of the countries that the Fake News was touting as doing so well. Some of these countries are now a disaster. Lamestream Media doesn’t want to report this. Also, highly inaccurate numbers being reported by many other countries!!! @WSJ",2020-07-30 12:33:47,1,1.0,0.061224716657832357,True
354,"Portland, which is out of control, should finally, after almost 3 months, bring in the National Guard. The Mayor and Governor are putting people’s lives at risk. They will be held responsible. The Guard is ready to act immediately. The Courthouse is secured by Homeland!",2020-08-10 14:55:55,1,1.0,0.12440414911965958,True
355,“Comey is a disgraced lier & leaker. Two years wasted on the Russia Witch Hunt was in large part because of his failings as Director of the FBI. They refused to support the results of the 2016 Election. Part of the biggest political scandal we have ever seen.” @SarahHuckabee,2020-09-10 12:51:43,1,1.0,0.20416124128323831,True
356,OPEN THE SCHOOLS!!!,2020-08-04 03:22:56,1,1.0,0.3634584322992689,True
357,POLITICAL WITCH HUNT!,2020-07-09 16:14:01,1,1.0,0.21677692229269796,True
358,"Kenosha has been very quiet for the third night in a row or, since the National Guard has shown up. That’s the way it works, it’s all very simple. Portland, with a very ungifted mayor, should request help from the Federal Government. If lives are endangered, we’re going in!",2020-08-29 05:11:13,1,1.0,0.4760673192592574,True
359,Congratulations to future Republican Star Marjorie Taylor Greene on a big Congressional primary win in Georgia against a very tough and smart opponent. Marjorie is strong on everything and never gives up - a real WINNER!,2020-08-12 12:29:29,1,1.0,0.14293111130245506,True
360,"I disagree with @CDCgov on their very tough & expensive guidelines for opening schools. While they want them open, they are asking schools to do very impractical things. I will be meeting with them!!!",2020-07-08 13:33:57,1,1.0,0.21328723556693974,True
361,"Kimberly Klacik is really working hard to help the people of Baltimore. She is running for Congress as a Republican, & if she wins she will be an inspiration to all. She is strong on inner city rebuilding, healthcare, our Military & Vets. She has my Complete & Total Endorsement!",2020-09-01 03:39:14,1,1.0,0.09181065380011544,True
362,"“We know what took place. We have already seen criminality. What is happening? Biggest political scandal of our time.” @MariaBartiromo You are 100% correct, Maria, it is a disgrace that nothing happens. Obama and Biden spied on my campaign, AND GOT CAUGHT...BUT NOTHING!",2020-07-09 12:50:55,1,1.0,0.10099034427460807,True
363,"John Bolton, one of the dumbest people I’ve met in government and sadly, I’ve met plenty, states often that I respected, and even trusted, Vladimir Putin of Russia more than those in our Intelligence Agencies. While of course that is not true, if the first people you met from....",2020-08-11 11:45:06,1,0.0,0.5771460224414853,False
364,"Pelosi & Schumer blocked desperately needed unemployment payments, which is so terrible, especially since they fully understand that it was not the workers fault that they are unemployed, it’s the fault of China!",2020-07-31 19:33:37,1,1.0,0.43879877712964255,True
365,"In 47 years, Joe did none of the things of which he now speaks. He will never change, just words!",2020-08-21 03:09:55,1,1.0,0.35884446527729275,True
366,BIG bucks are on their way to @ILMairport. Over $21.1 MILLION designated to Wilmington International from @USDOT to expand their terminal and make other major upgrades and safety enhancements. This will help to create JOBS and growth in the region!,2020-07-29 15:55:11,1,1.0,0.13390021034814092,True
367,"For the entire summer, Joe Biden was SILENT as left-wing mobs assaulted police officers. When Biden’s far-left supporters set fire to police cars, precinct stations, and courthouses, Joe Biden called them “PEACEFUL PROTESTORS.” When asked if he would cut police funding, Biden...",2020-09-14 03:43:19,1,1.0,0.3341818893930568,True
368,"Just had a wonderful conversation with my friend, Prime Minister @AbeShinzo of Japan, who will be leaving office soon. Shinzo will soon be recognized as the greatest Prime Minister in the history of Japan, whose relationship with the USA is the best it has ever been. Special man!",2020-08-31 03:03:34,1,1.0,0.2187155720174433,True
369,Great division between the Bernie Sanders crowd and the other Radical Lefties. Our Country would be destroyed!,2020-08-17 20:07:22,1,1.0,0.016274308459056863,True
370,Saddened to hear the news of civil rights hero John Lewis passing. Melania and I send our prayers to he and his family.,2020-07-18 18:05:35,1,1.0,0.29472580759131595,True
371,"Would be so great if the Media would get the word out to the people in a “fair and balanced” way. We will win anyway, but they are a far more difficult adversary than their Radical Left Do Nothing Democrat Partner!",2020-07-14 13:23:27,1,1.0,0.019797475669710574,True
372,"Peggy Noonan, a “Concast” MSDNC @WSJ puppet, doesn’t have a clue, and hasn’t for many years. Never got the “Trump thing”. She plays right into the hands of the stupid people!",2020-08-01 19:29:20,1,1.0,0.36506464249594905,True
373,"Big Senate Race in Alabama on Tuesday. Vote for @TTuberville, he is a winner who will never let you down. Jeff Sessions is a disaster who has let us all down. We don’t want him back in Washington!",2020-07-11 12:36:15,1,1.0,0.3695540833524059,True
374,"Drug companies, which are being forced by me to substantially reduce Drug Prices, are taking $millions in ads saying I want to increase Medicare Primiums. Wrong, just the opposite! These ads show DRUG PRICES ARE GOING DOWN, and they are not happy! False advertising!",2020-08-13 13:56:53,1,1.0,0.4799732011807113,True
375,Why would @FoxNews put on phony Congresswoman @RepDebDingell. A total waste of airtime!,2020-08-17 23:37:07,1,1.0,0.25348907090641704,True
376,"The Radical Left Democrats, who totally control Biden, will destroy our Country as we know it. Unimaginably bad things would happen to America. Look at Portland, where the pols are just fine with 50 days of anarchy. We sent in help. Look at New York, Chicago, Philadelphia. NO!",2020-07-19 16:56:18,1,1.0,0.13250977755460802,True
377,"They are sending out 51,000,000 Ballots to people who haven’t even requested a Ballot. Many of those people don’t even exist. They are trying to STEAL this election. This should not be allowed!",2020-08-21 00:15:09,1,0.0,0.7338082180499919,False
378,"Support Patio Pizza and its wonderful owner, Guy Caligiuri, in St. James, Long Island (N.Y.). Great Pizza!!! @Varneyco",2020-07-30 14:26:24,1,1.0,0.28033987661303306,True
379,"There is a rise in Coronavirus cases because our testing is so massive and so good, far bigger and better than any other country. This is great news, but even better news is that death, and the death rate, is DOWN. Also, younger people, who get better much easier and faster!",2020-07-03 03:44:42,1,1.0,0.17629302412397685,True
380,سه نفر در ایران برای شرکت کردن در تظاهرات محکوم به مرگ شده اند. اعدام آنها در هر لحظه قابل انتظار است. اعدام این سه نفر پیامی اسفناک به دنیا می فرستد و نباید انجام شود. #اعدام_نکنید,2020-07-15 16:13:44,1,0.0,0.6135773574737454,False
381,"A massive Disinformation Campaign is going on by the Democrats, their partner, the Fake News Media, & Big Tech. They create false stories and then push them like has never been done before, even beyond the 2016 Campaign. It imperils our Country, and must stop now. Victory 2020!",2020-09-07 00:43:39,1,1.0,0.06103236465565931,True
382,"My son, Donald, just wrote a really important new book, “Liberal Privilege”, talking, with great knowledge, of our world today. Lets make him a number one bestseller, again! @DonaldJTrumpJr @seanhannity",2020-09-01 03:05:08,1,1.0,0.49919365938067317,True
383,BUT DIDN’T SHE CALL HIM A RACIST??? DIDN’T SHE SAY HE WAS INCOMPETENT???,2020-08-20 03:17:51,1,0.0,0.8993940858555133,False
384,Big news for Wisconsin! @USDOT is awarding $7.7M in federal infrastructure funds to support bus service for the people of Madison and Milwaukee County!,2020-08-12 18:44:08,1,1.0,0.18222562829961686,True
385,“I live in New York. Even the most Liberal friends that I have are thinking twice about voting Democrat this time because they’ve seen what’s happened to the City under @NYCMayor de Blasio and the State under @NYGovCuomo - They’re getting eaten up by taxes.” @DavidAsmanfox,2020-08-20 01:26:34,1,1.0,0.2257019724216992,True
386,$13.9M is heading to New Orleans in @USDOT funding for @NewOrleansRTA! Happy to support bus service and major fleet improvements for the great people of Louisiana and help them keep moving safely.,2020-08-12 18:43:05,1,1.0,0.07241761313307482,True
387,"The Democrats never even mentioned the words LAW & ORDER at their National Convention. That’s where they are coming from. If I don’t win, America’s Suburbs will be OVERRUN with Low Income Projects, Anarchists, Agitators, Looters and, of course, “Friendly Protesters”.",2020-09-10 14:14:17,1,1.0,0.33036147733635235,True
388,"NASDAQ HAD ITS 23RD RECORD CLOSE OF THE YEAR. OTHER EXCHANGES ARE FOLLOWING CLOSELY BEHIND. TREMENDOUS POTENTIAL REMAINING. BIG MONTHS UPCOMING. NEXT YEAR, DEPENDING ON AN ELECTION WIN, WILL BE ONE OF THE BEST EVER! @LouDobbs",2020-07-03 12:12:26,1,1.0,0.36672634434545337,True
389,"WHY DID HE REFUSE TO ENDORSE SLOW JOE UNTIL IT WAS ALL OVER, AND EVEN THEN WAS VERY LATE? WHY DID HE TRY TO GET HIM NOT TO RUN?",2020-08-20 02:40:18,1,0.0,0.6170329910067541,False
390,"After yesterday’s statement, Sleepy Joe Biden is no longer worthy of the Black Vote!",2020-08-07 13:06:23,1,1.0,0.19563791824103016,True
391,".@FoxNews reported incorrectly what the Federal Government is doing with respect to Portland. We are demanding that the Governor & Mayor do their job or we will do it for them. To complicated to discuss in a Tweet, but bad reporting by Fox (possibly on purpose!). @DHSgov",2020-07-29 22:15:53,1,1.0,0.10471990743382409,True
392,Payroll Tax Cut plus Dollars!,2020-08-01 19:11:10,1,1.0,0.1923312537122841,True
393,I am ready to send Rental Assistance payments to hardworking Americans that have been hurt by the ChinaVirus. DEMOCRATS ARE HOLDING THIS UP!,2020-08-14 19:02:33,1,1.0,0.39480716962832074,True
394,White House Press Conference at 5:15 P.M. Live!,2020-07-23 20:53:13,1,1.0,0.31799064572815594,True
395,Major News Conference in Ten Minutes!,2020-08-08 20:05:54,1,1.0,0.19597664122524783,True
396,Great! Biden is finally being forced out of his basement. Now you’ll be able to see what is going on “up there”. He may do some “limited” campaigning. Basement Biden is no longer playing well in the Polls!,2020-09-08 12:03:02,1,1.0,0.37004921520820333,True
397,"Rasmussen was one of the most accurate polls in 2016. Actually, I think, based on Crowds and Enthusiasm (of which Sleepy Joe has none!), that we are MUCH higher than 51%. The only thing Joe can count on is that a Federal Judge doesn’t eviscerate the Fake Ballot Rigging Scam!",2020-09-14 20:38:09,1,1.0,0.08138578486254389,True
398,Watch Mark Levin NOW on @FoxNews. Topic: Mail-In Voting!,2020-08-29 23:04:32,1,1.0,0.45256151893577656,True
399,"While I travel the Country, Joe sleeps in his basement, telling the Fake News Media to “get lost”. If you’re a reporter covering Sleepy Joe, you have basically gone into retirement!",2020-09-13 00:16:16,1,1.0,0.15997373633842726,True
400,"No one has been more wrong, more often than Biden. He voted FOR the Iraq War, he supported the defense sequester that gutted our military, he opposed the mission to take out Osama bin Laden, he opposed killing Soleimani, he oversaw the rise of ISIS, and he cheered the rise of...",2020-09-18 03:43:48,1,1.0,0.40431848663515646,True
401,"Governors Andrew Cuomo of New York has the worst record on death and China Virus. 11,000 people alone died in Nursing Homes because of his incompetence!",2020-09-03 12:38:03,1,0.0,0.661666651491259,False
402,"Crazy Nancy Pelosi said I made a mistake when I banned people from infected China from entering the U.S. in January. Tens of thousands of lives were saved, as she danced in the Streets of Chinatown (SF) in late February. Biden agreed with her, but soon admitted that I was right!",2020-07-26 12:57:03,1,1.0,0.38908546515212283,True
403,.@FoxNews is not watchable during weekend afternoons. It is worse than Fake News @CNN. I strongly suggest turning your dial to @OANN. They do a really “Fair & Balanced” job!,2020-08-16 17:31:20,1,1.0,0.13451822753595044,True
404,"Must know Election results on the night of the Election, not days, months, or even years later!",2020-07-30 20:22:47,1,0.0,0.5908350156846482,False
405,Will be interviewed by @seanhannity on @FoxNews - NOW!,2020-09-10 01:03:57,1,1.0,0.08202937696452373,True
406,Getting ready to land in Minneapolis. Our great National Guard saved the city from further destruction. Should have been called up sooner by local government!,2020-08-17 17:09:07,1,1.0,0.11480712458480558,True
